Ga0558117_00619_78357_78530	P71359?5.6.2.4	63.6	33	12	0	4	36	69	101	8.9e-04	42.7
Ga0558117_00619_103709_103885	Q8NN37?6.1.1.9	60.9	46	14	2	13	58	456	497	5.5e-09	60.1
Ga0558117_00619_114798_114920	Q1QBW0?7.5.2.6	72.5	40	11	0	1	40	506	545	3.5e-07	53.5
Ga0558117_00619_117886_118014	Q9I5N9?7.4.2.8	51.3	39	19	0	1	39	317	355	1.3e-04	45.1
Ga0558117_00619_118815_119018	Q7MVG9?2.1.1.-	50.8	63	31	0	1	63	398	460	6.1e-12	70.1
Ga0558117_00619_131048_131464	O05514?2.7.4.16	32.2	118	74	2	16	127	24	141	5.1e-13	74.7
Ga0558117_00619_132024_132752	A6Q2U7?5.4.99.27	59.5	242	98	0	1	242	1	242	1.0e-80	300.4
Ga0558117_00905_10474_10638	A7NPZ1?2.7.7.8	49.1	53	27	0	2	54	524	576	1.6e-07	55.1
Ga0558117_00905_15841_16005	A9NGF8?6.1.1.21	42.6	47	27	0	1	47	226	272	3.8e-04	43.9
Ga0558117_00905_60207_60302	P44907?3.1.13.1	71.0	31	9	0	1	31	339	369	8.8e-06	48.5
Ga0558117_00905_64361_64522	Q7VLU5?6.1.1.6	46.2	52	28	0	1	52	391	442	2.1e-07	54.7
Ga0558117_00905_64781_64924	O67258?6.1.1.6	56.7	30	13	0	3	32	360	389	7.3e-04	42.7
Ga0558117_00905_64940_65077	A5D5Q4?6.1.1.6	72.7	44	12	0	2	45	222	265	9.1e-12	68.9
Ga0558117_00905_65102_65212	B1MVJ0?6.1.1.6	51.4	35	17	0	2	36	169	203	1.5e-04	44.7
Ga0558117_00905_67232_67519	Q4G338?5.2.1.8	41.1	90	51	1	7	94	10	99	2.4e-09	62.0
Ga0558117_00905_68673_68813	Q9S3Q0?5.6.2.4	42.2	45	26	0	1	45	266	310	7.1e-04	42.7
Ga0558117_00905_75757_76167	Q53727?5.6.2.4	41.9	136	77	2	2	136	111	245	1.7e-21	102.8
Ga0558117_00905_76207_76371	Q9S3Q0?5.6.2.4	57.7	52	22	0	1	52	263	314	1.9e-11	68.2
Ga0558117_00905_80145_80321	Q08D64?7.6.2.5	47.1	51	27	0	3	53	650	700	1.4e-04	45.4
Ga0558117_00905_90675_90818	B4SD42?2.5.1.6	76.1	46	11	0	2	47	5	50	3.0e-13	73.9
Ga0558117_00905_90822_90923	Q10VU5?2.5.1.6	67.9	28	9	0	1	28	52	79	3.0e-04	43.5
Ga0558117_01426_10325_10531	Q8RI89?2.1.1.-	39.1	64	39	0	3	66	2	65	9.6e-05	46.2
Ga0558117_01426_28524_28658	O34996?2.7.7.7	65.0	40	14	0	2	41	655	694	6.6e-07	52.8
Ga0558117_01426_31120_31248	Q50KA9?2.7.4.6	50.0	42	21	0	1	42	38	79	1.2e-05	48.5
Ga0558117_01426_32612_32752	P44700?3.4.-.-	69.6	46	14	0	1	46	91	136	4.9e-13	73.2
Ga0558117_01426_59616_59735	Q5UQB5?5.6.2.1	52.8	36	17	0	3	38	554	589	4.6e-04	43.1
Ga0558117_01426_69483_69668	Q5WFM6?3.1.26.3	44.4	54	28	1	8	61	26	77	9.5e-04	42.7
Ga0558117_08037_8071_8484	B2S1H8?6.1.1.5	54.5	112	48	1	5	113	676	787	2.7e-30	132.1
Ga0558117_08037_11941_12126	Q65ZU1?6.1.1.5	63.3	60	22	0	1	60	1	60	2.0e-17	88.2
Ga0558117_09925_1762_2112	Q9FSY7?3.6.4.10	31.0	116	76	2	1	112	542	657	7.3e-05	47.4
Ga0558117_09925_2647_2862	P22010?3.6.4.10	41.7	72	34	2	2	71	305	370	2.9e-04	44.7
Ga0558117_09925_9681_9992	Q8PVQ1?6.1.1.16	54.4	103	47	0	1	103	1	103	1.9e-28	125.6
Ga0558117_09925_17966_18127	O54408?2.7.6.5	71.7	53	14	1	1	53	127	178	1.3e-12	72.0
